Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,claim,text,organization,lang_name,rating_label,rating_value,entity_strings,entities,nr_entities,num_words,probable_lang,Topic,Topic Name,Topic Representation
42651,48576,64595,2566,http://data.gesis.org/claimskg/creative_work/ae5942b9-4ba9-5e68-93de-03d21b277e08,"A photograph captures Joe Biden meeting with several government officials in September 2020, with none of those present wearing masks.",snopes,English,False,1,"Joe Biden, September 2020, wearing masks","['Joe Biden', ' September 2020', ' wearing masks']",3.0,20,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
42768,48704,31612,2465,http://data.gesis.org/claimskg/creative_work/c4b9ea28-ee36-56e6-aba4-4f78147a0f61,Image depicts Joe Biden and Kamala Harris at a campaign event with no masks.,truthorfiction,English,FALSE,1,"Joe Biden, Kamala Harris, campaign event","['Joe Biden', ' Kamala Harris', ' campaign event']",3.0,14,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
44160,50206,10894,4656,http://data.gesis.org/claimskg/creative_work/ad68ece7-2f10-52cf-8a44-8cbd626b3692,An image shared on Facebook purportedly shows Democratic presidential nominee Joe Biden not wearing a face mask on an airplane during the COVID-19 pandemic.,checkyourfact,English,FALSE,1,"COVID-19 pandemic, Facebook, Joe Biden","['COVID-19 pandemic', ' Facebook', ' Joe Biden']",3.0,24,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
45425,51573,62318,289,http://data.gesis.org/claimskg/creative_work/8c95e44d-c4b4-5c93-a00a-5d529c3532b6,A photograph shows 2020 Democratic presidential candidate Joe Biden on a plane without a mask during the COVID-19 pandemic.,snopes,English,False,1,"2020 Democratic presidential candidate, COVID-19, Joe Biden","['2020 Democratic presidential candidate', ' COVID-19', ' Joe Biden']",3.0,19,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
46282,52450,43566,4739,http://data.gesis.org/claimskg/creative_work/03783650-9fc1-5959-8006-eabf9393d1b0,Joe Biden gave his used face mask to Stephen Breyer.,politifact,English,False,1,"Joe Biden, Stephen Breyer, face mask","['Joe Biden', ' Stephen Breyer', ' face mask']",3.0,10,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
51181,57560,6736,498,http://data.gesis.org/claimskg/creative_work/a1cade6d-db26-5942-98c3-5f31a05597ba,A post shared on Facebook claims President Joe Biden was the only world leader wearing a mask during a recent video conference.,checkyourfact,English,FALSE,1,"Facebook, President Joe Biden, wearing a mask","['Facebook', ' President Joe Biden', ' wearing a mask']",3.0,22,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
52359,58745,8188,1950,http://data.gesis.org/claimskg/creative_work/b8c37d78-8c64-5476-8d30-2bbc62c4b2f5,An image shared on Facebook purportedly shows Democratic presidential nominee Joe Biden violating social distancing guidelines and not wearing a mask at a recent event.,checkyourfact,English,FALSE,1,"Facebook, Joe Biden, wearing a mask","['Facebook', ' Joe Biden', ' wearing a mask']",3.0,25,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
53091,59479,8938,2700,http://data.gesis.org/claimskg/creative_work/fce037b7-b7e1-5363-a8c6-c485a0cc7cb7,An image shared on Facebook allegedly shows President Joe Biden and former Secretary of State Hillary Clinton forgoing face masks in private during the COVID-19 pandemic.,checkyourfact,English,FALSE,1,"COVID, Facebook, face masks","['COVID', ' Facebook', ' face masks']",3.0,26,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
54179,60575,6331,93,http://data.gesis.org/claimskg/creative_work/7c8c6df7-91f1-5ee5-a6b8-3e3e4af581d7,An image shared on Facebook purportedly shows former Vice President Joe Biden and Michigan Gov. Gretchen Whitmer violating social distancing guidelines on April 9.,checkyourfact,English,FALSE,1,"April 9, Facebook, social distancing guidelines","['April 9', ' Facebook', ' social distancing guidelines']",3.0,24,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
55119,61535,40170,1343,http://data.gesis.org/claimskg/creative_work/3a6026bd-5022-5126-ba29-6478ab3b3d72,Says Joe Biden was the only world leader to wear a face mask during a video conference.,politifact,English,False,1,"Joe Biden, video conference, wear a face mask","['Joe Biden', ' video conference', ' wear a face mask']",3.0,17,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
55440,61864,8905,2667,http://data.gesis.org/claimskg/creative_work/e2659f15-138c-556c-9a2a-ee02ddca0c5f,"An image shared on Facebook over 4,700 times purportedly shows former NBA player Dennis Rodman wearing a shirt emblazoned with the text, ‘Your mask is as useless as Joe Biden.",checkyourfact,English,FALSE,1,"Dennis Rodman, Facebook, Joe Biden, NBA","['Dennis Rodman', ' Facebook', ' Joe Biden', ' NBA']",4.0,30,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
56008,62451,43466,4639,http://data.gesis.org/claimskg/creative_work/4d5f9814-b3b1-552d-b5ed-02de2a534c05,Says Joe Biden and Gretchen Whitmer were maskless at the Detroit Athletic Club while OUR children are being mandated to wear a mask while playing outdoor sports.,politifact,English,False,1,"Detroit Athletic Club, Gretchen Whitmer, Joe Biden, outdoor sports","['Detroit Athletic Club', ' Gretchen Whitmer', ' Joe Biden', ' outdoor sports']",4.0,27,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
57749,64264,8126,1888,http://data.gesis.org/claimskg/creative_work/297a69d2-a894-509a-a772-0c727539f253,An image shared on Facebook purportedly shows Republican Florida Gov. Ron DeSantis holding up an orange Your mask is as useless as Joe Biden t-shirt.,checkyourfact,English,FALSE,1,"Facebook, Gov. Ron DeSantis, Joe Biden, t-shirt","['Facebook', ' Gov. Ron DeSantis', ' Joe Biden', ' t-shirt']",4.0,25,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
58091,64610,9634,3396,http://data.gesis.org/claimskg/creative_work/6c907896-2eb9-5b36-acd5-9622001aee51,Images shared on Facebook purportedly show former Vice President Joe Biden and other Democrats disregarding coronavirus precautions at the event to announce his 2020 running mate.,checkyourfact,English,FALSE,1,"2020 running, Facebook, Vice President Joe Biden, coronavirus precautions","['2020 running', ' Facebook', ' Vice President Joe Biden', ' coronavirus precautions']",4.0,26,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
63732,70605,60950,2790,http://data.gesis.org/claimskg/creative_work/2dc3e641-acaa-5f65-a0df-a05b6ccf2d05,"While attending a 20-year anniversary ceremony to honor victims of the 9/11 terrorist attacks, U.S. President Joe Biden temporarily pulled down his COVID-19 mask to communicate something.",snopes,English,True,3,"20-year, 9/11, COVID-19, U.S. President Joe Biden, terrorist attacks","['20-year', ' 9/11', ' COVID-19', ' U.S. President Joe Biden', ' terrorist attacks']",5.0,27,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
64060,70952,8132,1894,http://data.gesis.org/claimskg/creative_work/b7132f2b-a5e0-58d7-9e55-80272afc38df,"An image shared on Facebook over 1,900 times purportedly shows Democratic presidential nominee Joe Biden and Michigan Gov. Gretchen Whitmer in Washington, D.C. last night without masks.",checkyourfact,English,FALSE,1,"Democratic, Facebook, Washington, D.C., presidential nominee","['Democratic', ' Facebook', ' Washington', ' D.C.', ' presidential nominee']",5.0,27,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
64584,71499,46409,7582,http://data.gesis.org/claimskg/creative_work/862402bc-a674-5884-baea-037559c6d125,"Photos show Kamala Harris, Joe Biden, Gretchen Whitmer and Cory Booker violating COVID-19 safety precautions.",politifact,English,False,1,"COVID, Cory Booker, Gretchen Whitmer, Joe Biden, Kamala Harris, safety precautions","['COVID', ' Cory Booker', ' Gretchen Whitmer', ' Joe Biden', ' Kamala Harris', ' safety precautions']",6.0,15,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
65786,72791,67827,5798,http://data.gesis.org/claimskg/creative_work/ed1c759f-e598-5213-baef-3d7a79d70704,"An image collage shows former U.S. Vice President Joe Biden and Sen. Kamala Harris without masks in August 2020, suggesting they were flouting public health guidelines during the COVID-19 pandemic.",snopes,English,False,1,"August 2020, COVID, Joe Biden, Kamala Harris, Sen., U.S. Vice President, public health","['August 2020', ' COVID', ' Joe Biden', ' Kamala Harris', ' Sen.', ' U.S. Vice President', ' public health']",7.0,30,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
